phone_number,street_address,hospital_name,longitude,latitude,Si/Do,Si/Gun/Gu,Eup/Myeon/Dong
733-1548,충청북도 옥천군 옥천읍 금장로 23,참좋은동물병원,250864.0173,311420.7188,충청북도,옥천군,옥천읍 금구리 171-21번지
070-7796-3478,충청북도 옥천군 옥천읍 문장로 81-8,고려동물병원,251733.0759,310976.8583,충청북도,옥천군,옥천읍 장야리 248-1번지
043-732-8844,충청북도 옥천군 옥천읍 삼금로 53,옥천동물병원,251011.2699,311516.8298,충청북도,옥천군,옥천읍 삼양리 222-201
02-445-5022,"서울특별시 강남구 자곡로 202, 105호 (자곡동, 강남힐스테이트에코)",힐스타동물병원,209201.9614,441399.856,서울특별시,강남구,자곡동 658-105 강남힐스테이트에코
02-576-1239,"서울특별시 강남구 도곡로 174, 1,2층 (도곡동)",강남다온동물병원,203333.0265,443237.6692,서울특별시,강남구,"도곡동 545-6번지 1층,2층"
3443-0275,"서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )",압구정웰동물병원,201749.4564,446742.8281,서울특별시,강남구,신사동 528-3번지 덕산빌딩 203호
557-1555,"서울특별시 강남구 선릉로 533, 연안이씨빌딩 1층 (역삼동)",선릉동물병원,204064.4794,444962.3065,서울특별시,강남구,역삼동 694-11 연안이씨빌딩 1층
02-572-9300,"서울특별시 강남구 남부순환로 2737, 1층 (도곡동)",우리집동물병원,203923.9034,442699.0938,서울특별시,강남구,도곡동 180-31번지 1층
02-6951-4327,"서울특별시 강남구 압구정로29길 68, 2층 203호 (압구정동, 현대아파트)",봄사랑 동물병원,202454.97,447748.161,서울특별시,강남구,압구정동 455번지 상가 제2층 203호
02-454-8275,"서울특별시 강남구 봉은사로57길 59, 대호빌딩 1층 (삼성동)",혜민동물병원,203796.465,445820.365,서울특별시,강남구,삼성동 10-25 대호빌딩 1층
02-549-4505,"서울특별시 강남구 도산대로 206, 진성빌딩 (논현동)",신사동물병원,202495.9907,446378.3572,서울특별시,강남구,논현동 59-5 진성빌딩
02-336-3929,서울특별시 마포구 신촌로16길 34(노고산동),서진동물병원,194117.3659,450220.1877,서울특별시,마포구,노고산동 56-7
02-332-7984,"서울특별시 마포구 포은로 107, 2층 (망원동)",서교동물병원,191496.3103,450483.1719,서울특별시,마포구,망원동 415-32번지
6053-6052,"서울특별시 강남구 일원로14길 25, 상가동 102호 (일원동, 푸른마을아파트)",수정동물병원,207082.8529,442411.5001,서울특별시,강남구,일원동 719번지 푸른마을아파트 상가동 102호
02-511-2842,"서울특별시 강남구 선릉로 756, 2층 (청담동, 대성빌딩)",이비치 동물치과병원,203436.959,446670.677,서울특별시,강남구,청담동 1-18번지 2층
445-7579,"서울특별시 강남구 헌릉로 569, 202-1호 (세곡동, 강남리더스프라자)",마더스동물병원,208882.2459,440405.7437,서울특별시,강남구,세곡동 581 강남리더스프라자 202-1호
554-8875,"서울특별시 강남구 언주로 314, 105호 (역삼동)",도곡종합동물병원,204056.1997,443750.8845,서울특별시,강남구,역삼동 761-18번지
545-0075,"서울특별시 강남구 도산대로 309, 2,3층 (신사동)",치료멍멍동물병원,203039.6565,446683.3132,서울특별시,강남구,"신사동 630-23 2,3층"
02-3443-8275,"서울특별시 강남구 선릉로 620, 1층 (삼성동)",닥터펫동물의료센터,203776.2083,445541.7126,서울특별시,강남구,삼성동 35-3번지 1층
988-7582,"서울특별시 강북구 삼양로27길 19, 상가 204동 108호 (미아동, 삼성래미안트리베라아파트)",솔샘동물병원,201731.6844,457219.3356,서울특별시,강북구,미아동 812 삼성래미안트리베라아파트
996-1007,서울특별시 강북구 삼양로 499 (수유동),애니케어 동물병원 수유점,201189.0089,460598.0931,서울특별시,강북구,수유동 279-290번지
2665-8256,"서울특별시 강서구 방화대로47가길 7 (방화동, 방화샤르망1오피스텔)",굿모닝동물병원,183414.4948,452706.1049,서울특별시,강서구,방화동 1265번지 24통4반 숲속마을 402동 502호
02-2693-0075,"서울특별시 강서구 화곡로 112, 1층 (화곡동)",파스텔동물병원,185300.5433,448627.7398,서울특별시,강서구,화곡동 1070-1번지
02-2697-0052,서울특별시 강서구 강서로45길 28 (내발산동),오즈동물병원,185311.913,449552.4628,서울특별시,강서구,내발산동 722-15
02-3665-7588,"서울특별시 강서구 공항대로 190, 푸리마타워 219호 (마곡동)",땅콩 동물병원,184785.4835,450767.2584,서울특별시,강서구,마곡동 799-2 푸리마타워
3665-1838,"서울특별시 강서구 양천로 431 (가양동, 홈플러스가양점)",가양쿨펫동물병원,186687.1318,451342.7735,서울특별시,강서구,가양동 17번지 4통10반 파크리오 119동 403호
02-2667-5666,"서울특별시 강서구 수명로 74 (내발산동, 발산시티타워)",스마일동물병원,184573.2768,450049.7165,서울특별시,강서구,내발산동 1139번지 16통3반 초록아파트 107동 702호
02-335-5232,서울특별시 마포구 독막로 85 (상수동),셀레네동물병원,193103.497,449521.7153,서울특별시,마포구,상수동 310-1번지
02-6375-0075,"서울특별시 마포구 만리재로 74, 2상가 117호 (신공덕동, 신공덕2차삼성래미안)",C.T.종합동물병원,196221.5457,449347.2585,서울특별시,마포구,신공덕동 159 신공덕2차삼성래미안
549-7579,"서울특별시 강남구 압구정로 134, 1층 (신사동)",가로수동물병원,202003.4196,446902.9167,서울특별시,강남구,신사동 549-1 1층
02-508-7583,"서울특별시 강남구 역삼로 234, 101,102호 (역삼동)",드림동물병원,203662.27,443876.667,서울특별시,강남구,"역삼동 771 101호,102호"
02-539-3339,"서울특별시 강남구 삼성로 212 (대치동, 은마상가 1층 B120, B121)",대치수동물병원,205707.0894,443914.1941,서울특별시,강남구,"대치동 316번지 1통2반 은마상가 1층 B120, B121 101동 801호"
02-984-7588,"서울특별시 강북구 삼양로27길 35-21, 미아프라자 106호 (미아동)",H 동물병원,201602.5775,457290.1007,서울특별시,강북구,미아동 1357-6번지 미아프라자 106호
02-993-8266,"서울특별시 강북구 삼양로117길 5, 1층 (수유동)",초이스동물병원,201316.118,460114.2689,서울특별시,강북구,수유동 340-2번지
02-529-7587,"서울특별시 강남구 언주로30길 21, 104, 202호 (도곡동, 아카데미스위트)",그레이동물병원 강남점,204538.1449,442942.8535,서울특별시,강남구,"도곡동 467-7 아카데미스위트 에이동 104, 202호"
02-549-0275,"서울특별시 강남구 도산대로 213 (신사동, 1층, 지하1층)",24시 스마트동물병원(신사본원),202580.5891,446499.5821,서울특별시,강남구,신사동 587-13 1층 지하1층
998-1785,서울특별시 강북구 한천로 1135(수유동),대형동물병원,201538.8645,460390.3451,서울특별시,강북구,수유동 266-20
02-903-7582,"서울특별시 강북구 노해로 65, 1, 2층 (수유동, 리안스페이스)",24시 수유 바른펫 동물의료센터,201895.657,459898.769,서울특별시,강북구,"수유동 39-10 1, 2층"
02-575-7999,"서울특별시 강남구 선릉로 225, 도곡렉슬아파트 상가동 109호 (도곡동)",고려종합동물병원,204586.37,443682.9741,서울특별시,강남구,도곡동 527-3번지 도곡렉슬아파트 상가동 109호
554-7582,"서울특별시 강남구 삼성로 14, 208호 (개포동, 개포자이 프레지던스)",스마트동물병원,206239.624,442598.513,서울특별시,강남구,개포동 189 개포자이 스퀘어상가 208호
02-988-0251,서울특별시 강북구 월계로 35 (미아동),창문동물병원,202914.2828,456532.1412,서울특별시,강북구,미아동 48-24번지
02-987-7959,서울특별시 강북구 도봉로 202 (미아동),위즈동물병원,202252.6859,458266.0946,서울특별시,강북구,미아동 197-9번지
02-549-7582,"서울특별시 강남구 논현로 621, 1~4층 (논현동)",충현동물병원,202825.95,445202.715,서울특별시,강남구,논현동 191-12 1~4층
02-575-7581,서울특별시 강남구 논현로10길 14 (개포동),한 동물병원,204337.1417,441340.022,서울특별시,강남구,개포동 1187-1번지
02-541-7515,서울특별시 강남구 삼성로 614 (삼성동),24시 청담우리 동물병원,204603.205,445808.225,서울특별시,강남구,삼성동 70-6
902-7582,"서울특별시 도봉구 도봉로 499, 1층 (쌍문동)",삼성동물종합병원,203044.803,460873.2212,서울특별시,도봉구,쌍문동 88-115 1층
02-3486-7707,"서울특별시 동작구 남부순환로267길 5 (사당동,102호)",세인트필립 동물병원,197869.5889,441659.8305,서울특별시,동작구,사당동 1047-49번지 102호
02-592-8875,"서울특별시 동작구 사당로23나길 30 (사당동,1층)",이수동물병원,197768.0788,442831.3556,서울특별시,동작구,사당동 162-96번지 1층
02-817-8172,서울특별시 동작구 상도로 315 (상도1동),정겨운동물병원,195574.4601,444203.2744,서울특별시,동작구,상도1동 261
02-3445-7275,"서울특별시 강남구 영동대로 708, 정화빌딩 4층 (청담동)",일마레 동물 메디컬 센터,204979.056,446545.9754,서울특별시,강남구,청담동 132-19 정화빌딩
556-7588,서울특별시 강남구 남부순환로 2911-1 (대치동),래이동물의료센터,205037.1489,443391.3084,서울특별시,강남구,대치동 649 1층
955-2882,"서울특별시 도봉구 방학로 187, 105호 (방학동, 한화아파트 상가)",유현동물병원,202728.5068,462100.9149,서울특별시,도봉구,방학동 731 한화아파트 상가 105호
02-593-8275,"서울특별시 동작구 사당로 289, 1층 및 2층 (사당동)",굿파파 24시 반려동물건강검진센터,198128.4978,442514.2025,서울특별시,동작구,사당동 148-9 1층 및 2층
02-813-4567,"서울특별시 동작구 흑석한강로 2, 1층 105호 (흑석동)",나무동물병원,196966.286,444931.7713,서울특별시,동작구,흑석동 335-1번지
02-823-7500,"서울특별시 동작구 상도로 262, 1층 및 2층 (상도동)",우리아이동물병원,195234.7414,444628.238,서울특별시,동작구,상도동 34-18번지 1층 및 2층
02-822-0275,서울특별시 동작구 현충로 92 (흑석동),흑석24시동물병원,196748.112,445093.0709,서울특별시,동작구,흑석동 6-5번지
3665-5982,"서울특별시 강서구 강서로 333, 104호 105호 (내발산동)",박동물병원,185521.3682,450368.3634,서울특별시,강서구,내발산동 655-12
2608-0973,"서울특별시 강서구 곰달래로 199 (화곡동, 고득영동물병원)",고득영동물병원,187118.3474,447697.8519,서울특별시,강서구,화곡동 861-8번지 9통2반
2602-7582,"서울특별시 강서구 화곡로 143 (화곡동, 충효빌딩)",우장동물병원,185582.0072,448778.3567,서울특별시,강서구,화곡동 904번지 8통8반 목동신시가지아파트 405동 805호
2691-5900,"서울특별시 강서구 곰달래로15길 46 (화곡동, 강서동물병원)",강서동물병원,185747.7315,447787.1484,서울특별시,강서구,화곡동 421-23번지
02-333-9558,서울특별시 마포구 양화로 68 (서교동),뉴욕종합동물병원,192513.4241,449835.2288,서울특별시,마포구,서교동 395-44
02-707-2340,서울특별시 마포구 대흥로 48 (대흥동),용강동물병원,194584.8711,449177.7908,서울특별시,마포구,대흥동 337-41
02-717-7571,서울특별시 마포구 신촌로 154 (노고산동),디엔씨동물병원,194862.5593,450454.6967,서울특별시,마포구,노고산동 1-67
02-364-3517,서울특별시 마포구 신촌로 248 (아현동),월드펫동물병원,195806.5336,450529.1465,서울특별시,마포구,아현동 331-11
02-325-2026,서울특별시 마포구 독막로 45 (합정동),홍익동물종합병원,192718.1144,449540.2317,서울특별시,마포구,합정동 411-18
02-332-0175,"서울특별시 마포구 월드컵로 65, 망원 양경회관 (망원동)",망원동물종합병원,192050.4931,450289.2569,서울특별시,마포구,망원동 386-2 망원 양경회관
3491-4748,서울특별시 도봉구 방학로 162 (방학동),가나동물병원,202939.2188,462258.9036,서울특별시,도봉구,방학동 665-11번지 2통6반 삼익세라믹아파트 105동 503호
989-9552,"서울특별시 강북구 삼양로 190, 백운M빌딩 1층 (미아동)",삼양동물병원,201780.553,457611.141,서울특별시,강북구,미아동 734-258 백운M빌딩
982-8698,서울특별시 강북구 도봉로 88 (미아동),중앙동물병원,202614.0721,457187.9509,서울특별시,강북구,미아동 98-39번지
907-1565,서울특별시 강북구 덕릉로 79 (수유동),동물병원 위드,201926.5046,459160.7636,서울특별시,강북구,수유동 47-69
574-7533,"서울특별시 강남구 선릉로 806, 5층 (청담동)",이안동물의학센터(청담점),203432.5185,446848.2841,서울특별시,강남구,청담동 86 5층
991-4304,서울특별시 강북구 삼양로123길 6-12 (수유동),사랑동물병원,201283.6734,460332.254,서울특별시,강북구,수유동 319-12 삼흥연립
999-9110,서울특별시 강북구 노해로 94 (수유동),현대종합동물병원,201963.3153,460155.6488,서울특별시,강북구,수유동 252-199
805-2825,서울특별시 금천구 시흥대로 276 (독산동),파랑새동물병원,191042.1972,439576.5145,서울특별시,금천구,독산동 1077-31번지
2694-4821,"서울특별시 강서구 화곡로 205 (화곡동, 대한동물병원)",대한동물병원,186065.9752,449079.6699,서울특별시,강서구,화곡동 1059-51번지
02-555-6835,"서울특별시 강남구 역삼로 459, 한상빌딩 1층 (대치동)",원동물병원,204998.9414,444519.1994,서울특별시,강남구,대치동 903-12번지 한상빌딩
02-3412-0067,"서울특별시 강남구 일원로 35, 남경빌딩 1층 (일원동)",서경석동물병원,207112.1957,443163.1019,서울특별시,강남구,일원동 684 남경빌딩 1층
02-540-6303,"서울특별시 강남구 압구정로 332 (신사동, 1층,2층)",압구정메이트동물병원,203273.5153,447329.9537,서울특별시,강남구,"신사동 660-7번지 1층,2층"
02-562-7582,"서울특별시 강남구 논현로 416, 1층 (역삼동, 운기빌딩)",24시SNC동물메디컬센터,203372.0362,443913.7293,서울특별시,강남구,역삼동 727-8 1층
02-577-7582,"서울특별시 강남구 개포로 243, 101호 (개포동, 흥진빌딩)",나은동물병원,204275.9177,441887.674,서울특별시,강남구,개포동 1259-4번지 101호
02-812-7512,"서울특별시 동작구 상도로 353, 1층 (상도동)",상도힐링동물병원,195791.5575,443898.9174,서울특별시,동작구,상도동 486-7
02-3280-7975,"서울특별시 동작구 상도로 16, 1층 (대방동)",보라매웰종합동물병원,193055.3194,444170.2709,서울특별시,동작구,대방동 401-21
02-812-8275,"서울특별시 동작구 상도로31길 87, 2층 (상도동)",지엔동물병원,195168.1305,444775.9775,서울특별시,동작구,상도동 22-151
02-3280-8275,"서울특별시 동작구 상도로 214, 성은빌딩 1층 (상도동)",유케어종합동물병원,194835.7622,444759.1576,서울특별시,동작구,상도동 27-12 성은빌딩
3663-7584,"서울특별시 강서구 양천로57길 10-20 (가양동, 이스타빌Ⅰ)",해맑은동물병원,186943.8856,451159.5135,서울특별시,강서구,가양동 1480-5번지 10통7반 이스타빌1 502호
02-583-7582,"서울특별시 강남구 봉은사로104길 10, 3층 (삼성동, 동화빌딩)",아크리스동물의료센터,205401.1467,445724.8101,서울특별시,강남구,삼성동 160-21번지 3층
02-566-8211,"서울특별시 강남구 역삼로 426, 1,2층 (대치동)",서울동물의료센터,204673.5882,444341.5583,서울특별시,강남구,"대치동 909-5 1,2층"
02-569-7582,"서울특별시 강남구 도곡로51길 4, 역삼프라자 1층 (역삼동)",24시OK동물병원,204335.0708,443709.2833,서울특별시,강남구,역삼동 766-20 역삼프라자
02-3442-5554,"서울특별시 강남구 학동로6길 18, 1층 (논현동)",그레이스 동물병원,202069.8494,445376.0452,서울특별시,강남구,논현동 122-20 1층
02-6925-7021,"서울특별시 강남구 삼성로133길 3, 노블레스타워 지하1층 (청담동)",아이윌24시동물병원,204279.0565,446380.7971,서울특별시,강남구,청담동 47 노블레스타워
514-7582,"서울특별시 강남구 봉은사로 205, 상하빌딩 1층 (논현동)",강남동물병원,202977.4966,445062.8489,서울특별시,강남구,논현동 234-26 상하빌딩 1층
512-3331,"서울특별시 강남구 영동대로 630, 스타빌딩 (삼성동)",중앙동물메디컬센터,205189.3375,446031.4616,서울특별시,강남구,삼성동 90-8 스타빌딩
2608-0234,"서울특별시 강서구 강서로 45 (화곡동, 미래동물병원)",미래동물병원,185891.0988,447597.6455,서울특별시,강서구,화곡동 425-1번지 8통6반 청구빌라 301호
3665-7582,"서울특별시 강서구 양천로 651, 1층 (염창동)",염창제일동물병원,188426.3767,450097.9649,서울특별시,강서구,염창동 244-26번지
2652-7515,"서울특별시 강서구 등촌로 55, 신진통상빌딩 (화곡동)",서울플러스종합동물병원,187845.6075,448071.203,서울특별시,강서구,화곡동 772-71번지 신진통상빌딩
02-983-7000,서울특별시 강북구 삼양로 252 (미아동),봉식동물병원,201561.6721,458168.0862,서울특별시,강북구,미아동 777-3
02-3142-0008,서울특별시 마포구 월드컵로 73 (망원동),동물사랑동물병원,192005.6426,450350.4873,서울특별시,마포구,망원동 378-3
980-2340,"서울특별시 강북구 삼양로19길 25, 110동 지층 1-2,1-3호 (미아동, 삼성래미안트리베라1차아파트)",삼성동물병원,201760.4338,456845.3738,서울특별시,강북구,"미아동 813번지 지층 1-2, 1-3호 110동"
02-987-7588,"서울특별시 강북구 솔샘로 203-2, 1층 (미아동)",스마트 동물병원,201285.4082,457551.3736,서울특별시,강북구,미아동 839-223번지 1층
861-0075,서울특별시 구로구 구로동로 111-1 (구로동),푸른동물병원,189698.6269,442939.027,서울특별시,구로구,구로동 722-4
990-7588,서울특별시 강북구 도봉로98길 56 (번동),동물을사랑하는사람들,202821.8956,459831.8597,서울특별시,강북구,번동 471-1
985-7525,"서울특별시 강북구 오현로 194 (번동, 덕수빌딩 1층)",강북동물병원,203452.5425,458496.3478,서울특별시,강북구,번동 309번지 덕수빌딩 1층
903-5525,"서울특별시 강북구 삼양로 336, 예향교회 1층 (수유동)",보노보노동물병원,201496.6292,459010.1882,서울특별시,강북구,수유동 472-268번지 예향교회 1층
988-6543,서울특별시 강북구 월계로 53 (미아동),호 동물병원,203053.0036,456622.678,서울특별시,강북구,미아동 1318번지
02-986-9875,"서울특별시 강북구 삼양로27길 19 (미아동, 래미안트리베라 201동 116호)",쿠키동물병원,201731.6844,457219.3356,서울특별시,강북구,미아동 812번지 래미안트리베라 201동 116호
02-323-7582,서울특별시 마포구 신촌로 16 (동교동),마리동물병원,193576.475,450639.7545,서울특별시,마포구,동교동 174-14
02-475-7501,"서울특별시 강동구 성안로 16, 경도빌딩 1층 (성내동)",석동물병원,211389.7558,447005.528,서울특별시,강동구,성내동 446-20 경도빌딩
2666-5667,"서울특별시 강서구 양천로 72 (방화동, 해성빌딩)",SKY동물병원,183306.7516,452339.8932,서울특별시,강서구,방화동 259번지 23통8반 대림아파트 208동 801호
2603-0781,"서울특별시 강서구 강서로17길 20 (화곡동, 용봉동물병원)",용봉동물병원,186195.3516,447881.3173,서울특별시,강서구,화곡동 349-23번지 21통2반
2666-6075,"서울특별시 강서구 금낭화로 109 (방화동, 하나동물병원)",하나동물병원,183277.3471,452573.8527,서울특별시,강서구,방화동 53-273번지
809-0075,"서울특별시 금천구 벚꽃로 30, 211호 (독산동, 금천롯데캐슬골드파크2차)",금나래동물병원,190567.4183,439569.4015,서울특별시,금천구,독산동 1150번지 금천롯데캐슬골드파크2차
805-4758,서울특별시 금천구 금하로 745 (시흥동),노아동물병원,192194.2612,438676.7812,서울특별시,금천구,시흥동 262-6번지
2661-7515,"서울특별시 강서구 마곡중앙1로 72, 1014동 103호 (마곡동, 마곡엠밸리10단지)",마곡나무 동물병원,183968.9068,450822.831,서울특별시,강서구,마곡동 747 1014동 103호
2065-7582,"서울특별시 강서구 가로공원로 198, 1층 (화곡동, 청파빌딩)",올스타동물의료센터,185605.5187,448315.5443,서울특별시,강서구,화곡동 371-32번지
2644-5975,"서울특별시 강서구 곰달래로 260, 피앤와이빌딩 1층 3호 (화곡동)",하트온동물병원,187715.4764,447757.3105,서울특별시,강서구,화곡동 796-1번지 피앤와이빌딩 3호
3662-8661,"서울특별시 강서구 양천로 674, 9,10호 (염창동)",서서울동물병원,188538.5314,449904.1474,서울특별시,강서구,"염창동 265-23번지 9,10호"
2692-9290,서울특별시 강서구 까치산로 74 (화곡동),시온동물병원,186436.5516,449230.2982,서울특별시,강서구,화곡동 46-236번지
3665-7975,"서울특별시 강서구 공항대로 335 (등촌동, 경왕빌딩)",24시아프리카동물메디컬센터,186227.8789,450670.1946,서울특별시,강서구,등촌동 24통7반 우장산롯데캐슬 307동 1003호
2666-0370,"서울특별시 강서구 방화대로47가길 7 (방화동, 방화샤르망1오피스텔)",와우동물병원,183414.4948,452706.1049,서울특별시,강서구,방화동 585-1번지 24통8반 대우아파트 204동 306호
02-302-7502,"서울특별시 마포구 월드컵북로 224, 청화상가 104호 (성산동)",행복한 동물병원,191489.5556,451951.9668,서울특별시,마포구,성산동 152-7
02-6405-7582,서울특별시 마포구 도화길 42 (도화동),박창석종합동물병원,195543.8675,448806.6295,서울특별시,마포구,도화동 182-6
02-375-7222,서울특별시 마포구 월드컵북로 336 (상암동),상암동물병원,190625.0025,452644.1815,서울특별시,마포구,상암동 34-46
2060-8673,서울특별시 구로구 개봉로 121 (개봉동),굿모닝 동물병원,187208.8981,443837.883,서울특별시,구로구,개봉동 353-15번지
2695-0072,서울특별시 강서구 강서로 36 (화곡동),세인트동물병원,186089.8631,447596.2336,서울특별시,강서구,화곡동 345-9번지 12통7반 2층동 202호
853-7582,서울특별시 금천구 남부순환로 1386 (독산동),우리동물메디컬센터,191503.3532,441953.5718,서울특별시,금천구,독산동 950-3
02-6497-7582,"서울특별시 강동구 양재대로 1588 (명일동, 연우빌딩)",미드미동물의료센터,212626.7598,449455.5804,서울특별시,강동구,명일동 345-20 연우빌딩
839-7585,"서울특별시 구로구 도림로 72, 1,B1층 (구로동)",라라동물의료원,190349.9239,443019.534,서울특별시,구로구,"구로동 309-2 지상1층, 지하1층"
869-7582,"서울특별시 구로구 구로중앙로31길 30, 24시 지구촌 동물 메디컬센터 (구로동)",24시 지구촌 동물메디컬 센터,189741.7204,444071.2805,서울특별시,구로구,구로동 505-17 유성빌딩
2615-5014,서울특별시 구로구 고척로 157 (고척동),개봉동물병원,186766.1186,444592.2859,서울특별시,구로구,고척동 265-4번지 28통8반
2681-7585,"서울특별시 구로구 경인로40길 25, 상가동 211호 (개봉동, 청실아파트)",한샘동물병원,187529.287,443706.9163,서울특별시,구로구,개봉동 175-8 청실아파트 상가 211호
894-3030,서울특별시 금천구 독산로 58 (시흥동),제일종합동물병원,191634.03,438938.6048,서울특별시,금천구,시흥동 837-37
2686-3939,"서울특별시 구로구 개봉로 38-1, 광훈빌딩 2층 (개봉동)",케이나인종합동물병원,187231.2263,442997.6527,서울특별시,구로구,개봉동 403-144 2층
2636-3992,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 101동 139호 (신도림동)",신도림동물병원,190005.1325,445250.5389,서울특별시,구로구,신도림동 337번지 신도림1차푸르지오 101동 139호
02-470-0030,"서울특별시 강동구 양재대로 1376 (둔촌동, 광안빌딩)",Dr.주 동물병원,212057.2294,447407.7463,서울특별시,강동구,둔촌동 517-4
02-484-5502,"서울특별시 강동구 성내로 36, 예원빌딩 (성내동)",가람동물병원,210908.7191,447428.3234,서울특별시,강동구,성내동 550-2번지 예원빌딩
900-9929,서울특별시 도봉구 도봉로 469 (쌍문동),퓨리나동물병원,202901.1239,460585.5971,서울특별시,도봉구,쌍문동 356번지 12통7반 삼익빌라 101동 403호
992-9414,서울특별시 도봉구 덕릉로 230 (창동),신창동물병원,202934.3466,459897.7515,서울특별시,도봉구,창동 635-42번지 20통1반 건영캐스빌아파트 101동 1201호
3491-7060,서울특별시 도봉구 도당로 63 (방학동),화신종합동물병원,202988.0517,462378.7861,서울특별시,도봉구,방학동 664-11번지 15통5반 101호
992-0074,서울특별시 도봉구 덕릉로 256 (창동),한빛동물병원,203442.4251,459759.1093,서울특별시,도봉구,창동 568-5번지
3494-0075,서울특별시 도봉구 도봉로 723 (방학동),방학동물병원,203742.0445,462967.4277,서울특별시,도봉구,방학동 653-17
859-8775,"서울특별시 구로구 구로중앙로34길 30, 진명빌딩 (구로동)",벨라동물병원,189726.5605,444269.5228,서울특별시,구로구,구로동 501-12번지 진명빌딩
02-2060-7512,"서울특별시 구로구 천왕로 106, 골드프라자 201호 (천왕동)",안정택동물병원,185651.2002,442660.9678,서울특별시,구로구,천왕동 279-3 골드프라자 201호
2619-5102,"서울특별시 구로구 남부순환로 775 (개봉동, 개봉푸르지오)",24시 명동물메디컬센터,186501.2222,444255.4378,서울특별시,구로구,개봉동 492 개봉푸르지오
2619-0888,서울특별시 구로구 개봉로 50 (개봉동),개명동물병원,187221.9193,443119.5125,서울특별시,구로구,개봉동 403-138
2686-8008,서울특별시 구로구 경인로 196 (오류동),금강종합동물병원,186040.2147,443696.6716,서울특별시,구로구,오류동 48-1
804-0975,서울특별시 금천구 금하로 694 (시흥동),은행나무종합동물병원,191713.0143,438832.8715,서울특별시,금천구,시흥동 909-5번지
02-2692-8275,서울특별시 강서구 강서로18길 17 (화곡동),한마음동물병원,186376.0338,447981.5323,서울특별시,강서구,화곡동 27통5반 동양아파트 108동 2406호
02-2604-3584,"서울특별시 강서구 강서로17길 52 (화곡동, 화곡면옥)",세명 동물병원,186044.7984,447840.1484,서울특별시,강서구,화곡동 134번지 8통3반 공원아파트 507호
806-8355,서울특별시 금천구 금하로 679 (시흥동),조정연동물병원,191594.6614,438942.6196,서울특별시,금천구,시흥동 838-33번지
856-4113,서울특별시 금천구 독산로 272 (독산동),그린동물병원,191370.4747,440981.1527,서울특별시,금천구,독산동 193-31번지
894-8085,서울특별시 금천구 독산로 188 (독산동),금천동물병원,191390.8066,440198.9876,서울특별시,금천구,독산동 378-397
02-518-7500,서울특별시 강서구 화곡로 371 (등촌동),강서YD동물의료센터,186868.7716,450531.9056,서울특별시,강서구,등촌동 658-4
02-2662-8111,"서울특별시 강서구 마곡중앙1로 72, 101호 (마곡동, 마곡엠밸리10단지)",24시 강서 젠틀리동물의료센터,183968.9068,450822.831,서울특별시,강서구,마곡동 747 마곡엠밸리10단지 101호
02-2603-0075,"서울특별시 강서구 강서로 215 (화곡동, 삼광빌딩)",미소동물의료센터,185511.1351,449194.7308,서울특별시,강서구,화곡동 29통3반 한화 유로메트로 102동 1501호
26610530,서울특별시 강서구 공항대로 39 (공항동),송정동물메디컬센터,183293.1193,451048.5921,서울특별시,강서구,공항동 28-10
02-3664-0075,"서울특별시 강서구 공항대로 284, 1층 2호 (내발산동)",우리아이동물메디컬센터,185714.7926,450665.2639,서울특별시,강서구,내발산동 646
02-3661-8200,"서울특별시 강서구 양천로57길 10-20, 102호 (가양동, 이스타빌Ⅰ)",고려종합동물병원,186943.8856,451159.5135,서울특별시,강서구,가양동 1480-5번지
2619-7533,서울특별시 구로구 중앙로 67 (고척동),해피동물병원,187701.3378,444604.0673,서울특별시,구로구,고척동 50-95번지
2664-7773,"서울특별시 강서구 금낭화로 52 (방화동, 세성빌딩)",황하동물병원,183311.0355,451970.4236,서울특별시,강서구,방화동
02-822-7574,"서울특별시 동작구 상도로 171, 1층 (상도동)",하나사랑동물병원,194447.9025,444700.6256,서울특별시,동작구,상도동 366-24번지
02-548-5466,"서울특별시 강남구 학동로 413 (청담동, 청담빌딩)",굿모닝동물병원,203924.6337,446220.8418,서울특별시,강남구,청담동 44-15번지
573-7582,"서울특별시 강남구 논현로 70, 1층 (개포동, 동성빌딩)",개포별빛동물병원,204027.295,441585.31,서울특별시,강남구,개포동 1229-11번지 동성빌딩1층
02-2611-5223,"서울특별시 구로구 오리로 1286, 2층 (궁동)",365 마음동물병원,184899.1007,443799.714,서울특별시,구로구,궁동 170-11 2층
267347500,"서울특별시 구로구 구일로10길 27, SK허브수 B동 2층 5호 (구로동)",허브동물병원,188674.9951,443749.503,서울특별시,구로구,구로동 650-4 SK허브수 B동 205호
236660204,"서울특별시 구로구 중앙로8길 11, 109동 5호 (고척동, 고척 월드메르디앙)",드림동물병원,187829.3847,444534.7274,서울특별시,구로구,고척동 343 고척 월드메르디앙 109동 5호
02-529-5575,"서울특별시 강남구 도곡로 189, 1,2층 (역삼동, 정금빌딩)",예은동물병원,203469.1194,443359.532,서울특별시,강남구,"역삼동 798-20 1층, 2층"
02-816-7582,서울특별시 동작구 장승배기로27길 18 (노량진동),디아크동물종합병원,194540.4603,445499.7696,서울특별시,동작구,노량진동 246-1번지
