id,phone_number,street_address,hospital_name,longitude,latitude,province,city,detailcity
570,031-336-1245,경기도 용인시 처인구 백암면 근창로 45,백암동물병원,232802,406878,경기도,용인시,처인구 백암면 근창리 20-4번지
571,031-666-7582,"경기도 평택시 세교7길 50, JY빌딩 (세교동)",블리스 동물의료센터,207883,389409,경기도,평택시,세교동 0
572,316511175,"경기도 평택시 비전3로 27, 104, 105호 (비전동)",비전동물병원,209268,389008,경기도,평택시,비전동 1027-2
573,031-686-7975,경기도 평택시 안중읍 안현로서8길 35-4 (101호),송담동물병원,192933,386401,경기도,평택시,안중읍 현화리 834-2 101호
574,031-692-2250,경기도 평택시 오성면 숙성시장길 65 (명성빌라),한동물병원 (출장진료 전문),198586,389660,경기도,평택시,오성면 숙성리 185-10
575,031-618-8275,경기도 평택시 평택로 84-1 (평택동),김기혁 동물병원 평택동점,207457,388091,경기도,평택시,평택동 71-14번지
576,263-7588,"경기도 용인시 수지구 풍덕천로 135, 103호 (풍덕천동, 요진타워)",세브란스동물병원,208482,424649,경기도,용인시,수지구 풍덕천동 713-6번지 요진타워 103호
577,031-8005-9725,"경기도 용인시 기흥구 동백중앙로 177 (중동, 동백씨엘뷰 오피스텔)",리치펫동물병원,213569,418716,경기도,용인시,기흥구 중동 852-2번지
578,031-265-7505,"경기도 용인시 기흥구 죽현로 29, 102호 (보정동, 현대휴먼프라자)",튼튼동물병원,210023,424170,경기도,용인시,기흥구 보정동 1266-6번지 현대휴먼프라자 102호
579,031-283-1357,경기도 용인시 기흥구 용구대로 2457 (보정동),Wellness clinic 동물병원,209272,422612,경기도,용인시,기흥구 보정동 1019-237번지
580,031-233-2836,경기도 용인시 기흥구 신갈로 85 (신갈동),(주)에니멀클리닉컨설팅(출장진료전문병원),209286,419154,경기도,용인시,기흥구 신갈동 38-5번지 17통3반
581,338-7975,경기도 용인시 처인구 포곡읍 포곡로 90,나라동물병원,219078,418409,경기도,용인시,처인구 포곡읍 둔전리 385번지
582,031-263-7585,"경기도 용인시 수지구 수지로 203 (신봉동,이마트수지점 3층)",로얄벳 동물병원,207319,424205,경기도,용인시,수지구 신봉동 909번지 이마트수지점 3층
583,031-276-0282,"경기도 용인시 수지구 신봉2로 19, 102호 (신봉동,신엘지프라자)",펫스토리 동물병원,206763,424729,경기도,용인시,수지구 신봉동 83번지 신엘지프라자 102호
584,031-897-7582,"경기도 용인시 수지구 동천로99번길 3 (동천동, 제일프라자 101~102호)",강남동물병원,208159,426213,경기도,용인시,수지구 동천동 344-2 제일프라자 101~102호
585,031-264-7525,경기도 용인시 수지구 만현로 110 (상현동),참누리동물병원,207424,422761,경기도,용인시,수지구 상현동 254-14번지
586,031-264-7553,경기도 용인시 수지구 용구대로 2794 (죽전동),초이스동물병원,209624,425913,경기도,용인시,수지구 죽전동 915-3번지
587,031-263-0085,경기도 용인시 수지구 수지로 421 (동천동),AP동물병원,208565,425809,경기도,용인시,수지구 동천동 886-1번지
588,031-266-8898,"경기도 용인시 수지구 만현로 95, B102호 (상현동, 수지3차쌍용스윗닷홈상가)",애니펫동물병원,207661,422815,경기도,용인시,수지구 상현동 852번지 수지3차쌍용스윗닷홈상가 B102호
589,031-896-3881,"경기도 용인시 수지구 현암로 136, 101호 (죽전동, 세종프라자)",영동동물병원,210956,425506,경기도,용인시,수지구 죽전동 1191-1번지 세종프라자 101호
590,031-265-1175,"경기도 용인시 수지구 손곡로 107 (동천동, 대영프라자 102호,201호)",동일동물병원,207967,425989,경기도,용인시,"수지구 동천동 946-4 대영프라자 102호,201호"
591,031-275-7579,"경기도 용인시 기흥구 연원로 1, 101호 (마북동, 연원마을LG아파트상가)",구성동물병원,209490,422183,경기도,용인시,기흥구 마북동 526-3번지
592,031-274-3575,"경기도 용인시 기흥구 강남동로 15, 103호 (구갈동)",제일종합동물병원,211385,418818,경기도,용인시,기흥구 구갈동 589번지 103호
593,031-281-0811,"경기도 용인시 기흥구 새천년로16번길 3-2, 101호 (신갈동, 월드프라자)",우리동네동물병원,209793,420761,경기도,용인시,기흥구 신갈동 722번지 101호
594,031-898-3708,"경기도 용인시 기흥구 보정로 32 (보정동, 지젤스포츠클럽)",보정동물병원,209787,423563,경기도,용인시,기흥구 보정동 1277번지
595,031-262-0306,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 201~208호 (성복동)",24시 사람앤동물메디컬센터,207019,423413,경기도,용인시,수지구 성복동 67-6 성복스퀘어/근린생활시설
596,031-898-2298,"경기도 용인시 수지구 만현로 120, SR프라자 112호 (상현동)",정 동물병원,207438,422690,경기도,용인시,수지구 상현동 252번지 SR프라자
597,031-266-2900,"경기도 용인시 수지구 동천로 60, 1층 (동천동)",에이스 동물병원,208484,426483,경기도,용인시,수지구 동천동 174-15
598,031-665-7585,경기도 평택시 경기대로 1511 (지산동),김대일동물병원,205504,397511,경기도,평택시,지산동 1080
599,031-656-8575,경기도 평택시 평택5로114번길 54 (비전동),펫필드동물병원,209931,388148,경기도,평택시,비전동 831-5
600,656-0524,경기도 평택시 중앙로 141 (비전동),코리아동물병원,208717,387910,경기도,평택시,비전동 759-27
601,3180086212,경기도 평택시 진위면 동천길 132-93,경기도 야생동물 구조관리센터,210455,403351,경기도,평택시,진위면 동천리 56-3
602,031-651-5975,"경기도 평택시 평택5로 30, 3층 (합정동, 롯데마트)",쿨펫동물병원,209876,387425,경기도,평택시,합정동 968-1 롯데마트 3층
603,031-683-1333,경기도 평택시 현덕면 인광2길 58,굿모닝동물병원,193961,384680,경기도,평택시,현덕면 황산리 62-5 9통
604,662-8222,경기도 평택시 추담로 102 (이충동),맑은숲동물병원,206266,395553,경기도,평택시,이충동 179번지
605,031-683-8764,"경기도 평택시 안중읍 안현로서9길 5, 2층",안중동물병원,193121,386132,경기도,평택시,안중읍 현화리 172-3
606,031-651-8879,"경기도 평택시 비전2로 192 (비전동, 메가타워)",타잔동물병원,209885,388783,경기도,평택시,비전동 1090-3번지 401호
607,031-8054-7582,경기도 평택시 만세로 1842 (비전동),봄날동물의료센터,209121,389247,경기도,평택시,비전동 996-2
608,041-580-3409,경기도 평택시 팽성읍 노와2길 48-16,국립축산과학원 축산자원개발부 동물병원,208510,382934,경기도,평택시,팽성읍 노와리 270
609,031-667-8275,"경기도 평택시 송탄로 147, 태광 1층 (이충동)",마음가득동물병원,205175,395024,경기도,평택시,이충동 451-7번지
610,335-8275,경기도 용인시 처인구 금령로 26 (김량장동),애견종합병원,217583,414768,경기도,용인시,처인구 김량장동 333-2번지
611,031-284-8875,"경기도 용인시 기흥구 구갈로 94 (구갈동, 주주동물병원)",주주동물병원,209821,420086,경기도,용인시,기흥구 구갈동 345-1번지
612,031-338-6771,"경기도 용인시 처인구 금령로55번길 6, 1층 (김량장동)",용인축협동물병원(산업동물출장진료전문),217903,414865,경기도,용인시,처인구 김량장동 254-139번지
613,031-334-7580,"경기도 용인시 처인구 모현읍 백옥대로 2362, 왕산태권도학원",행복동물병원,222018,425846,경기도,용인시,처인구 모현읍 왕산리 428-1번지 왕산태권도학원
614,031-338-7588,경기도 용인시 처인구 양지면 중부대로 2219,양지종합동물병원,225368,414665,경기도,용인시,처인구 양지면 양지리 480-1번지
615,313357578,경기도 용인시 처인구 명지로 185 (남동),닥터페티앙동물병원,217313,413866,경기도,용인시,처인구 남동 71-48번지
616,031-322-8875,경기도 용인시 처인구 원삼면 죽양대로 1982,김재원 동물병원,228548,412471,경기도,용인시,처인구 원삼면 좌항리 1-10번지
617,031-215-7975,"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티)",Dr.J동물병원,206306,419314,경기도,용인시,기흥구 영덕동 985-1번지
618,031-217-7119,"경기도 용인시 기흥구 흥덕중앙로 59 (영덕동, 용인흥덕노블레스흥덕노블레스)",흥덕종합동물병원,206467,419396,경기도,용인시,기흥구 영덕동 975-7번지
619,898-0330,"경기도 용인시 수지구 현암로125번길 6, 105호 (죽전동, 그린프라자)",파우동물병원,210879,425585,경기도,용인시,수지구 죽전동 1178-1번지 그린프라자 105호
620,031-272-1199,"경기도 용인시 수지구 수지로112번길 11, 1층 104호 (성복동)",정다운종합동물병원,207061,423401,경기도,용인시,수지구 성복동 66-10번지
621,879-4478(9),경기도 의정부시 신흥로 171 (의정부동),로얄펫동물병원,203749,469879,경기도,의정부시,의정부동 594-2
622,031-852-7542,경기도 의정부시 용현로 130 (민락동),민락동물병원,207899,470951,경기도,의정부시,민락동 738-6번지
623,031-846-9600,경기도 의정부시 시민로 154 (의정부동),의정부종합동물병원,204529,470532,경기도,의정부시,의정부동 94-2번지
624,031-826-8875,경기도 의정부시  평화로  374 (호원동),호원종합동물병원,204212,469206,경기도,의정부시,호원동 425번지
625,855-0275,경기도 의정부시 녹양로 66 (녹양동),녹양동물병원,202869,472705,경기도,의정부시,녹양동 354-1
626,031-853-7550,경기도 의정부시 부용로 187 (신곡동),하나동물병원,206800,472111,경기도,의정부시,신곡동 772-2번지
627,031-845-2500,경기도 의정부시 호국로 1300 (의정부동),프렌즈동물병원,204215,471214,경기도,의정부시,의정부동 187-18
628,031-334-6125,경기도 용인시 처인구 중부대로 1307 (역북동),이리온 동물메디컬센터,216803,414937,경기도,용인시,처인구 역북동 428-12
629,031-335-7582,경기도 용인시 처인구 경안천로 46 (마평동),드림24 동물병원,218620,415056,경기도,용인시,처인구 마평동 717-3
630,031-324-3467,"경기도 용인시 처인구 중부대로 1074-1, 용인시 동물보호센터 (삼가동)",용인시 동물보호센터,214073,415719,경기도,용인시,처인구 삼가동 164 용인시 동물보호센터
632,281-7585,경기도 용인시 기흥구 구갈로 53 (구갈동),24시동물병원,209775,419688,경기도,용인시,기흥구 구갈동 391-5번지
633,031-266-2993,"경기도 용인시 기흥구 죽전로 49, 101호 (보정동)",죽전동물병원,210058,424310,경기도,용인시,기흥구 보정동 1208-2번지 씨티프라자
634,031-285-8275,경기도 용인시 기흥구 평촌2로1번길 9-1 (동백동),제이엘 동물병원,213589,419911,경기도,용인시,기흥구 동백동 212-7번지
635,031-693-8627,"경기도 용인시 기흥구 동백5로 21-11, 107호 (중동, 동백훼미리프라자 1)",동백동물병원,213479,419519,경기도,용인시,기흥구 중동 832-1번지 107호
636,285-6334,경기도 용인시 기흥구 신갈로 20 (상갈동),현대동물병원,209303,418499,경기도,용인시,기흥구 상갈동 102-12 41통2반
637,8005-7507,경기도 용인시 기흥구 평촌1로8번길 11-4 (동백동),레이크동물병원,213482,420390,경기도,용인시,기흥구 동백동 607-11번지
638,286-2275,경기도 용인시 기흥구 한보라2로14번길 4-14 (보라동),우리동물병원,209710,416877,경기도,용인시,기흥구 보라동 581-1번지
639,031-679-0551,"경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드빌딩)",쿨펫 동물병원,213384,419575,경기도,용인시,"기흥구 중동 833번지 쥬네브썬월드 B036,B037호"
640,031-889-7556,"경기도 용인시 기흥구 보정로 117 (보정동, 리베로3)",해뜰동물병원,210063,424209,경기도,용인시,기흥구 보정동 122호
641,031-826-7582,"경기도 의정부시 청사로 37 (금오동,신세계프라자 112호)",금오동물병원,206088,472117,경기도,의정부시,금오동 473-3번지 신세계프라자 112호
642,875-1476,경기도 의정부시 가능로 37 (가능동),가능동물병원,203022,471587,경기도,의정부시,가능동 668-13번지 3통5반
643,843-1415,경기도 의정부시 동일로 468(신곡동),장암종합동물병원,205169,469749,경기도,의정부시,신곡동 336-1
644,031-851-7373,"경기도 의정부시 청사로 38, 홈플러스 3층 (금오동)",도그플러스 동물병원,206192,472186,경기도,의정부시,금오동 475-1번지 홈플러스 3층
645,031-875-1559,"경기도 의정부시 평화로 239, 1층 105호 (호원동)",달빛동물병원,204079,467865,경기도,의정부시,호원동 454
646,031-875-8090,경기도 의정부시 태평로 102-1 (의정부동),에이스동물메디컬센터,204499,471014,경기도,의정부시,의정부동 26-6번지
647,031-840-0075,경기도 의정부시 추동로 13 (신곡동),오즈동물병원,204995,471185,경기도,의정부시,신곡동 673-6
648,031-874-7533,"경기도 의정부시 외미로 91, 1층 (호원동)",하트만 동물병원,203939,469119,경기도,의정부시,호원동 316-171
649,031-871-7588,경기도 의정부시 태평로 52 (의정부동),의정부 24시 IU 동물병원,204485,470504,경기도,의정부시,의정부동 94-6
650,031-286-8999,경기도 용인시 기흥구 민속촌로 43 (보라동),하은동물병원,209669,417047,경기도,용인시,기흥구 보라동 407-1번지
651,031-893-6119,경기도 용인시 기흥구 민속촌로 8 (보라동),보라종합동물병원,209317,417010,경기도,용인시,기흥구 보라동 413-6번지
652,031-548-2526,경기도 용인시 기흥구 평촌1로2번길 6 (동백동),용인도담동물병원,213545,420299,경기도,용인시,기흥구 동백동 605-11번지
653,031-235-0075,"경기도 용인시 기흥구 서천로127번길 3-3, 105호 (서천동)",유앤미동물병원,206358,414991,경기도,용인시,기흥구 서천동 814번지
654,031-287-9900,"경기도 용인시 기흥구 구성로 111, 102호 (언남동, 채러티디벨로퍼(주))",기흥동물병원,210696,421283,경기도,용인시,기흥구 언남동 242-4번지 102호
655,031-275-6549,"경기도 용인시 기흥구 마북로 164, A동 1층 1,2호 (마북동, 테라스가든A빌딩)",함께하는 동물병원,210952,422447,경기도,용인시,기흥구 마북동 182번지
656,031-203-4727,경기도 용인시 기흥구 서천서로12번길 4-8 (서천동),봄동물병원,206495,415404,경기도,용인시,기흥구 서천동 730-2번지
657,261-8277,경기도 용인시 수지구 문인로39번길 3-1 (풍덕천동),대학동물병원,208655,425658,경기도,용인시,수지구 풍덕천동 666-1번지
658,031-284-9200,경기도 용인시 기흥구 어정로 134-12 (중동),어정동물병원,212829,419224,경기도,용인시,기흥구 중동 760-1번지
659,847-7335,경기도 의정부시 금신로 317 (신곡동),사랑동물병원,205437,471352,경기도,의정부시,신곡동 519-26번지
660,877-0675(6),경기도 의정부시 신흥로 357-1 (가능동),신촌동물병원,203675,471757,경기도,의정부시,가능동 648-23번지
661,211-3375,울산광역시 중구 번영로 581 (남외동),메이 동물병원,412557,232481,울산광역시,중구,남외동 214-1번지
662,070-4113-7566,전라북도 전주시 덕진구 한배미1길 61 (인후동1가),더펫 동물병원,215097,258089,전라북도,전주시,덕진구 인후동1가 948-3
663,032-323-2475,"경기도 부천시 길주로 281, 동화빌딩 (중동)",TLC 동물의료센터,179961,444646,경기도,부천시,중동 1058-5 동화빌딩
664,051-715-2228,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 (우동)",벡스코 동물병원,394690,187761,부산광역시,해운대구,우동 1124-26번지 해운대센텀메디칼센터
665,042-222-1117,"대전광역시 중구 계룡로 926-1, 1,2층 (대사동)",대전우리동물의료센터,237215,313314,대전광역시,중구,"대사동 248-365 1,2층"
666,427197566,대전광역시 유성구 계룡로 131 (봉명동),24시 성심동물메디컬센터,230923,316964,대전광역시,유성구,봉명동 548-11
667,054-462-0075,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 2층 (광평동)",도그플러스 동물병원,322735,290001,경상북도,구미시,광평동 792-21 홈플러스 구미광평점
668,02-6956-2475,"서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)",24시 굿케어동물의료센터,196120,441980,서울특별시,관악구,봉천동 1673-21 1층 103호
669,6369-0075,"서울특별시 도봉구 마들로 695, 1층 (도봉동)",빛가온동물병원,204021,463312,서울특별시,도봉구,도봉동 623-103번지 1층
670,02-946-0011,"서울특별시 강북구 삼양로24길 19, 102동 110호 (미아동, 현대성우아파트)",아이사랑동물병원,201882,457207,서울특별시,강북구,미아동 561-2번지 현대성우아파트 102동 110호
671,051-529-2991,부산광역시 동래구 충렬대로 435 (안락동),대일종합동물병원,391745,190618,부산광역시,동래구,안락동 299-3번지
672,02-2232-9702,"서울특별시 중구 다산로 83-1, 3층 (신당동)",애니컴 메디컬센터,200640,449978,서울특별시,중구,신당동 353-130
673,031-994-7599,"경기도 남양주시 다산중앙로 109, 205호 (다산동)",자연앤동물병원,213477,457853,경기도,남양주시,다산동 6089-3번지
674,5657553,"경기도 남양주시 다산순환로 350, KB 골든타워 1층 110호 (다산동)",다산마리동물병원,213646,458170,경기도,남양주시,"다산동 6053번지 다산진건지구 상업2-7-1,2"
675,064-725-7579,"제주특별자치도 제주시 중앙로 273, 나라키움 1층 106호 (이도이동)",제주 키움 동물병원,156504,87,제주특별자치도,제주시,이도이동 1860-1번지
676,02-6964-8276,서울특별시 은평구 은평로 213 (녹번동),치유동물의료센터,193868,455457,서울특별시,은평구,녹번동 215
677,055-902-4515,"경상남도 김해시 분성로 290, 2층 (서상동)",퍼스트 동물병원,370867,194227,경상남도,김해시,서상동 331-2
678,3491-8000,"서울특별시 도봉구 도봉로 669, 1층 (방학동)",현대종합동물병원,203642,462447,서울특별시,도봉구,방학동 680-1번지 1층
679,055-337-6890,"경상남도 김해시 인제로 166, 3층 (어방동)",해밀동물의료센터,373254,195452,경상남도,김해시,어방동 473
680,031-8042-7585,"경기도 안산시 단원구 고잔로 88, 207-209호 (고잔동)",참동물의료센터,185397,424096,경기도,안산시,단원구 고잔동 534-2
681,031-711-8275,"경기도 성남시 분당구 성남대로 45, 계영빌딩 202, 203호 (구미동)",24시분당리더스동물의료원,209534,426450,경기도,성남시,"분당구 구미동 157 계영빌딩 202, 203호"
682,032-223-0119,"인천광역시 미추홀구 경인로 428, 1층 (주안동)",사랑애동물메디컬센터,172292,439554,인천광역시,미추홀구,주안동 302-1 삼성생명빌딩
683,051-626-5050,"부산광역시 남구 용호로 68, 2층 (용호동)",W동물의료센터,392358,182741,부산광역시,남구,용호동 164번지
684,053-767-1190,"대구광역시 수성구 동대구로 36, 3층 (지산동)",대구24시 야간응급연합동물병원,346695,260488,대구광역시,수성구,지산동 1051번지 3층
685,414-2579,"경기도 안산시 상록구 화랑로 534, 113,114호 (성포동, 안산파크푸르지오)",미소돌봄동물병원,186416,424162,경기도,안산시,상록구 성포동 747 안산파크푸르지오
686,031-692-5022,"경기도 평택시 비전5로 20-24, 더테라스 207,208호 (비전동)",24시 라움동물의료센터,210073,388589,경기도,평택시,비전동 1103-1
687,02-545-4975,"서울특별시 강남구 논현로 813, 영석빌딩 지하1층,1층 (신사동)",에이드동물병원,202383,446552,서울특별시,강남구,신사동 586-3 영석빌딩
688,063-276-3939,"전라북도 전주시 덕진구 백석로 18, 103호 (송천동2가)",자스민 동물병원,212238,263436,전라북도,전주시,덕진구 송천동2가 1358-3번지 103호
689,031-713-7975,"경기도 성남시 분당구 성남대로 275, A동 101-1호 (정자동, 삼성아데나팰리스아파트)",더클래스동물메디컬센터,209457,428762,경기도,성남시,분당구 정자동 169-1 삼성아데나팰리스아파트 A동 101-1호
690,02-2038-7555,"서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)",메종동물병원,201342,451247,서울특별시,중구,신당동 102-6번지
691,062-956-7566,광주광역시 광산구 하남대로 142 (월곡동),광주다온동물병원,182536,186750,광주광역시,광산구,월곡동 679-6번지
692,2666-7990,"서울특별시 강서구 마곡서로 133, 712동 102-1호 (마곡동, 마곡엠밸리7단지)",참동물병원,184333,451471,서울특별시,강서구,마곡동 743-4번지 마곡엠밸리7단지
693,064-756-8275,"제주특별자치도 제주시 동화로 12, 1층 (화북일동)",삼화 훈 동물병원,160209,2583,제주특별자치도,제주시,화북일동 1221-2
694,042-488-2777,"대전광역시 서구 둔산로 57, 1~3층 (둔산동)",타임동물메디컬센터,234066,316818,대전광역시,서구,둔산동 1276
695,234094640,서울특별시 성동구 광나루로 337 (송정동),수동물병원,205869,449587,서울특별시,성동구,송정동 79-2번지
696,5614667,"인천광역시 서구 탁옥로74번길 16, 113호 (심곡동)",연희동물병원,171424,448953,인천광역시,서구,심곡동 303-6
697,02-719-8275,"서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)",원스동물병원,197234,449192,서울특별시,용산구,청파동2가 90-20번지 지상1층
698,051-756-0075,"부산광역시 수영구 광남로 125, 1층 (광안동)",바다동물병원,392768,185787,부산광역시,수영구,광안동 174-5번지
699,02-2234-7585,"서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)",웰니스클리닉(청계천점),201824,452077,서울특별시,중구,황학동 2545 롯데캐슬베네치아
700,02-6952-2475,"경기도 광명시 오리로 870, 서희스타힐스빌딩 2층 (철산동)",광명 24 아이디동물의료센터,188075,441552,경기도,광명시,철산동 259
701,054-283-8275,경상북도 포항시 남구 오천읍 냉천로 310,굿모닝동물병원,417260,276771,경상북도,포항시,남구 오천읍 원리 939번지
702,031-875-7553,"경기도 의정부시 평화로 205, 1층 (호원동)",다빈치동물병원,204127,467535,경기도,의정부시,호원동 454-23
703,031-8023-9073,"경기도 성남시 수정구 수정로 287, 2층 (신흥동)",스타동물의료센터,212888,438698,경기도,성남시,수정구 신흥동 30-2 2층
704,02-540-7522,"서울특별시 강남구 언주로 813, 3층 (신사동)",케어덴 동물치과&내과병원,202837,446751,서울특별시,강남구,신사동 627-21 3층
705,051-205-2323,"부산광역시 사하구 하신중앙로 182, 2층 201호 (신평동)",정직한 동물병원,378878,179070,부산광역시,사하구,신평동 409-1
706,999-7582,서울특별시 도봉구 우이천로 446-3 (쌍문동),동물병원 비아츠,201440,461201,서울특별시,도봉구,쌍문동 474-4
707,061-337-9737,"전라남도 나주시 재신길 10, 미도방 1층 (송월동)",지웅동물병원,173846,169274,전라남도,나주시,송월동 1130-1 미도방
708,02-6953-7599,"서울특별시 송파구 백제고분로 506, 2층 (방이동, 올림픽타워빌)",바로슬동물병원,210148,445888,서울특별시,송파구,방이동 180-3 올림픽타워빌
709,031-638-7585,"경기도 이천시 신둔면 황무로 158, 2층",협신가축동물병원「산업동물에 대한 출장진료를 전문으로 함」,232900,422395,경기도,이천시,신둔면 용면리 368-3
710,054-382-1357,대구광역시 군위군 군위읍 중앙1길 17,우성동물병원,340720,304453,대구광역시,군위군,군위읍 서부리 151-31
711,054-383-7728,"대구광역시 군위군 군위읍 군청로 49-33, A동 1층",군위축협 동물병원,340733,304317,대구광역시,군위군,군위읍 서부리 154-17
712,031-928-6569,"경기도 양주시 옥정로 208, 선양프라자 (옥정동)",양주 센트럴 동물병원,208045,479742,경기도,양주시,옥정동 963-9 선양프라자
713,031-655-7533,"경기도 안성시 공도읍 서동대로 4081, 216호",다가온 동물병원,214065,388659,경기도,안성시,공도읍 용두리 752 216호
714,033-563-0198,강원특별자치도 정선군 정선읍 정선로 1321,정선가축병원,347019,432108,강원특별자치도,정선군,정선읍 봉양리 220-6
715,031-746-7582,"경기도 성남시 수정구 수정로 273, 수정빌딩 1층 (신흥동)",동물병원 더 하임,212818,438580,경기도,성남시,수정구 신흥동 34 수정빌딩
716,032-724-9898,"경기도 부천시 소향로 181, 상가동 1층 125호 (중동, 센트럴파크 푸르지오)",중동우리아이동물병원,179406,444450,경기도,부천시,중동 1300 센트럴파크 푸르지오
717,033-256-3319,강원특별자치도 춘천시 신동면 정족1길 6,강동동물병원,264514,481251,강원특별자치도,춘천시,신동면 정족리 377-1
718,236-0575,"광주광역시 서구 염화로 97, 1층 (화정동)",Dr.남동물병원,188556,182642,광주광역시,서구,화정동 825-10
719,372-7975,광주광역시 서구 월드컵4강로 88 (화정동),가로수동물병원,188425,182841,광주광역시,서구,화정동 808-13번지
720,368-8288,광주광역시 서구 죽봉대로 135 (광천동),백제동물병원,189326,185150,광주광역시,서구,광천동 625-3번지
721,062-527-7588,광주광역시 서구 하남대로 672 (동천동),유림동물병원,187714,185833,광주광역시,서구,동천동 595 8통6반
722,383-7595,광주광역시 서구 운천로 110-1 (쌍촌동),윌 동물외상센터,187013,182614,광주광역시,서구,쌍촌동 1248-18
723,655-7975,광주광역시 서구 풍금로38번길 59 (풍암동),사랑가득 동물병원,187936,180677,광주광역시,서구,풍암동 987-1
724,375-5110,"광주광역시 서구 화운로 111, 1층 (화정동)",베스트동물병원,188891,183353,광주광역시,서구,화정동 755-19
725,062-671-7007,광주광역시 남구 천변좌로 370 (구동),서현동물병원,191921,182953,광주광역시,남구,구동 37-23
726,653-1175,광주광역시 남구 서문대로 791-1 (주월동),수동물병원,190642,181212,광주광역시,남구,주월동 387-2번지
727,062-674-1232,광주광역시 남구 송암로24번길 52 (송하동),광주축산농협동물병원,189412,178998,광주광역시,남구,송하동 262-1
728,062-682-7553,"광주광역시 남구 봉선로 198 (봉선동, 이마트)",센트럴,192272,180372,광주광역시,남구,봉선동 1064
729,062-352-0101,광주광역시 남구 대남대로 309-1 (월산동),그린동물병원,190326,182279,광주광역시,남구,월산동 1035-18번지
730,062-671-8288,광주광역시 남구 천변좌로 394 (사동),희망동물병원,192085,182764,광주광역시,남구,사동 79번지
731,382-7588,광주광역시 서구 운천로 29 (금호동),좋은동물병원,187064,181803,광주광역시,서구,금호동 753-2
732,652-8788,"광주광역시 남구 서문대로 763 (주월동, 길동물병원)",길동물병원,190564,180933,광주광역시,남구,주월동 404-15
733,062-714-1755,광주광역시 남구 금화로 376 (주월동),이룸외과동물병원,189619,182462,광주광역시,남구,주월동 621-1
734,652-8275,광주광역시 서구 풍암순환로188번길 15 (풍암동),한결동물의료센터,189282,180986,광주광역시,서구,풍암동 1137
735,365-1491,광주광역시 서구 내방로 326(화정동),다나동물병원,188658,184249,광주광역시,서구,화정동 94-10
736,375-1613,광주광역시 서구 상일로 44 (쌍촌동),푸른동물병원,187479,184483,광주광역시,서구,쌍촌동 1348-6
737,062-374-0128,"광주광역시 서구 상무민주로 90, 2층 (쌍촌동)",프렌즈동물병원,187135,184388,광주광역시,서구,쌍촌동 1271-1 2층
738,062-412-7500,광주광역시 남구 봉선로 77(봉선동),봉선아이동물메디컬센터,191342,180849,광주광역시,남구,봉선동 1156-9
739,062-681-5720,"광주광역시 남구 서문대로 403-1, 동물병원 (송하동)",광주동물병원,188885,178368,광주광역시,남구,송하동 492-27번지 동물병원
740,527-8275,광주광역시 동구 필문대로 130-1 (산수동),영재애견종합병원,193613,184439,광주광역시,동구,산수동 542-62번지 9통2반
741,226-7585,광주광역시 동구 중앙로 150 (호남동),신세계 동물병원,191961,183158,광주광역시,동구,호남동 43-1번지
742,227-1023,광주광역시 동구 의재로 27 (학동),황제 동물병원,193635,181532,광주광역시,동구,학동 676-12번지
743,062-223-0075,광주광역시 동구 남문로 675 (학동),광주 한사랑동물병원,193454,181309,광주광역시,동구,학동 859-7번지
744,062-511-7582,"광주광역시 동구 중앙로 358, 상가동 149호 (계림동, 금호계림주상복합)",튼튼동물병원,192660,184962,광주광역시,동구,계림동 100-11번지 금호계림주상복합 상가동 149호
745,473-2255,대구광역시 남구 봉덕로 89 (봉덕동),현대동물병원,344513,261714,대구광역시,남구,봉덕동 554-2
746,474-2266,대구광역시 남구 봉덕로 83 (봉덕동),이천종합동물병원,344457,261718,대구광역시,남구,봉덕동 554-10
747,629-8111,대구광역시 남구 대명로 230 (대명동),대흥동물병원,342866,261245,대구광역시,남구,대명동 332-16 17통2반
748,627-1470,"대구광역시 남구 중앙대로 150, 1층 (봉덕동)",독사랑동물병원,343649,261886,대구광역시,남구,봉덕동 1298-3
749,629-0075,대구광역시 남구 대명로 121 (대명동),리더스동물병원,341854,261091,대구광역시,남구,대명동 1636-19번지
750,741-7573,대구광역시 남구 봉덕로 84 (봉덕동),우리동물병원,344449,261669,대구광역시,남구,봉덕동 555-9번지
751,473-0815,대구광역시 남구 대덕로 149 (봉덕동),알프스동물병원,344428,261289,대구광역시,남구,봉덕동 562-15번지
752,053-765-7877,대구광역시 수성구 동대구로 36 (지산동),대구동물메디컬센터,346695,260488,대구광역시,수성구,지산동 1051
753,053-784-9971,대구광역시 수성구 지범로39길 11 (범물동),베트문동물병원,348329,259066,대구광역시,수성구,범물동 1275-4번지
